work_qid,description,says_award
Q3234544,"The planet called Harmony had been settled by humans nearly forty million years before. The colony had been placed under the care of an artificial intelligence, called the Oversoul, high in orbit. This master computer had one overriding command: Guard the people of Harmony against the dangers that destroyed humankind on Earth and other worlds. But now the Oversoul was itself in danger. Its systems were failing. Soon, within a thousand years, catastrophic war would break out on Harmony unless the Oversoul could be repaired.

The Oversoul determined that its core must be taken back to lost Earth, to interface with the Master Computer there, to be repaired and reprogrammed. But in order to do that, someone on Harmony must be given back the knowledge of space travel. And so the Oversoul must interfere directly with individuals on Harmony, in order to save the planet from disaster.

And so, on the planet, while on the road to the city called Basilica, a man named Wetchik had a vision of destruction, sent by the Oversoul. Soon his sons, Elemak, Issib, Mebbekew and Nafai were drawn into conflict-with the city and with each other-as the Oversoul began destabilizing forty million years of social engineering. But even a master computer worshipped as a god can't guarantee that knowledge will be used only as it is intended.

The Memory of Earth is the first of a new five book series that will carry its readers from the road to Basilica back to Lost Earth. Orson Scott Card is the award winning author of ENDER'S GAME, SPEAKER FOR THE DEAD, and the bestselling XENOCIDE.",1
Q131382236,"An action-packed standalone adventure moving from present-day Paris to medieval Morgravia, the world of Fiona McIntosh's bestselling QUICKENING series. the story begins in Paris and moves swiftly into the otherworld of Morgravia. Gabe, a writer and bookseller living in Paris is asked by one of his customers, Rene - a psychiatrist - to use his writing skills to help mentor a young woman patient. Rene has been unable to help her and believes that her panic attacks, depression and inability to communicate can be helped through the writing process. When Angeline is under hypnosis, Gabe hears a frantic voice in his mind and realises it must be Angeline's. Consequently, Gabe is the target of an attempt on his life ... Angeline tells him he must kill her and absorb her spirit which will then enable her to take them through a portal to the dangerous lands of Morgravia.Only there can she prove that he is the scrivener who can interpret the language of the gods ... and save a queen and a land from destruction.",1
Q6007321,"Approximately 1,500 to 2,000 years in the future, the technological singularity has occurred, enabling immorality, designer bodies and other great advances. The majority of humans live in artificially created pocket universes connected to our own via wormholes maintained by supercomputers. (Other humans remain in the Solar System while others have embarked  slower than light journeys to establish colonies around other stars.)
",0
Q16835895,"John ""Control"" Rodriguez takes over as the new director of the Southern Reach, a government agency formed to manage a coastal region named Area X. The public is led to believe that the region suffered an environmental disaster and is isolated for safety; in truth, the region has been taken over by an unknown force changing the environment and ecosystem behind a largely impenetrable ""border."" He is a secret operative assigned by the mysterious Central group which oversees the Southern Reach. He comes from a family of operatives: his mother and grandfather are prominent and influential members. Control reports to a handler called ""The Voice"" at Central over phone calls and e-mail.

In his role as director, Control frequently encounters friction with the existing staff to various degrees: in particular, the assistant director Grace Stevenson, who seems to have an emotional attachment to his predecessor. Control methodically sifts through the accumulated data (interviews, photos, videos) and discovers that there have been many more expeditions into Area X than have been disclosed to the public. The all-male eleventh expedition alone had multiple iterations with slightly different control factors similar to a lab experiment, leading to the formation of an all-female twelfth expedition to see how this composition would interact with Area X. The twelfth expedition's biologist was the protagonist of the previous novel, and the expedition's psychologist was, in fact, the previous director of the Southern Reach (whom he replaced), a fact that she did not reveal to the other members of the expedition.

The biologist mysteriously reappears in a vacant lot and is detained by the Southern Reach for debriefing; Control begins interrogating her. Slowly, he begins to empathize with her and understand her interest in the area's ecosystem. However, she is uncooperative, insisting that she is not the biologist and requesting that Control refers to her as Ghost Bird; after initially failing to gain any information about Area X or what happened there, his tactics become increasingly more unconventional.

Control suspects that he is under hypnosis and (correctly) surmises that his handler, ""The Voice,"" is hypnotizing him to steer his investigation. He is able to throw off the effects of hypnosis and work more independently, but this alienates him from Central, and he relies on his mother to protect him from retaliation. Central forcibly removes Ghost Bird from the Southern Reach, as they believe Control has developed an emotional attachment to her.

Control visits the previous director's house and makes discoveries that hint at a connection to Area X. After returning to Southern Reach headquarters, he has an unsettling interaction with one of the scientists in a hidden room. He tries to go to the science division but finds his path blocked by a wall that should not exist and appears to be alive. As he runs upstairs in terror, he sees that the border of Area X is moving, encroaching on the facility and leading with it a replica of the director. Control is the only member of Southern Reach who reacts to this development with alarm, and he abandons the facility as Area X envelops it. Returning home to pack, he encounters his mother and learns more about what has been happening. Control also realizes the director's identity as the little girl in a photo found at the lighthouse in Area X. This completely alters his outlook, as it is now clear that she is somehow profoundly interlinked with the anomaly.

Control also learns that Ghost Bird has escaped Central. Based on his intuition and knowledge of the biologist's background, Control travels to the site of an old field study she had conducted before she came to the Southern Reach, with Central close behind despite his efforts to dodge their agents. Control finally meets Ghost Bird at a remote location where she has unexpectedly created another portal to Area X at the bottom of a pool of water, a gateway that she believes has formed from a ""brightness"" she carried that has run its course through her. She jumps into the pool, and Control, hearing a voice in his head urging him to follow her, also jumps.
",0
Q3149116,"The Nebula Award–winning author of The Forever War explores a world where time is money—and for some, both are running out . . . The Stileman Process is a medical miracle: Every ten years or so, you can restore youth and health to your aging, ailing body—as long as you can pay the enormous fee. The scientific advancement has altered the twenty-first-century world even more than space travel. Dallas Barr is one of the oldest men on Earth, and now he needs to repeat the procedure. But while scrambling desperately for his next essential million, he meets Maria, a woman from a previous life—and makes two chilling discoveries: Not all Stileman “immortals” were created the same. And their days may be more numbered than they think . . . From the author of The Hemingway Hoax and Camouflage, and the recipient of multiple science fiction honors including the Hugo, John W. Campbell, and Robert A. Heinlein Awards, Buying Time is “a mystery/SF hybrid that exhibits the author at his most inventive. . . . The action is fast and furious” (Publishers Weekly).",1
Q56046005,"For centuries, the city-state of Bulikov used the magic of its patron deities to rule the world — until their vassal state Saypur killed the gods and conquered Bulikov. Decades later, a Saypuri historian is murdered while investigating Bulikov gods and magic, and the Saypuri colonial administration in Bulikov sends Ashara Komayd to investigate.
",0
Q6725637,"Throughout history, man has been searching for better ways to gather information about his universe. But although they may have longed for it, not even the most brilliant minds could conceive of a device as infinitely powerful or as immeasurably precise as the macroscope, until the twenty-first century. By analyzing information carried on macrons, this unbelievable tool brought the whole universe of wonders to man's doorstep. The macroscope was seen by many as the salvation of the human race. But in the hands of the wrong man, the macroscope could be immensely destructive-infinitely more dangerous than the nuclear bomb. By searching to know too much, man could destroy the very essence of his mind. This is the powerful story of man's struggle with technology, and also the story of his human struggle with himself. This novel takes us across the breathtaking ranges of space as well as through the most touching places in the human heart. It is a story of coming of age, of sacrifice, and of love. It is the story of man's desperate search for a compromise between his mind and his heart, between knowledge and humanity.",0
Q95370110,Story of a quest across Earth and the solar system for the source of a mysteriously constructed artifact on the eve of interplanetary war.,0
Q2415562,"Seventy years after the events of Rendezvous with Rama, a second Raman vessel enters the Solar System. Its arrival is expected, and on Earth the chosen crew of twelve readies for the voyage to unlock more of Rama's mysteries. Interpersonal conflicts among crew members begin prior to the launch date.

After arriving, an accident kills the leader of the group while still outside Rama, and there is debate over who the replacement should be. The tools and vehicles the crew bring to Rama, based on knowledge from the first expedition, make exploring Rama easier.

The novel ends with three of the twelve astronauts abandoned inside Rama as it travels out of the Solar System.
",0
Q7843661,"Twenty years in the past, merchanter ships Sprite and Corinthian were docked at Mariner Station. What started out as a friendly sleepover between the inexperienced Marie Hawkins of Sprite and Austin Bowe of Corinthian turned into rape, with Marie becoming pregnant. She elected to raise the child, Thomas Bowe-Hawkins, on Sprite, but was consumed with rage. Her brother was the senior captain of Sprite. Tom grew up with an ambivalent mother and was never fully accepted by his family. When Austin later became senior captain of Corinthian, Marie started tracking Corinthian's movements in order to expose what she suspected was smuggling.

When the two ships cross paths again, this time at Viking, Marie initiates her long-planned revenge. She and Tom scour the docks for information about Corinthian's cargo, but Tom is caught snooping and is imprisoned aboard Corinthian, forcing the ship to depart prematurely for Pell Station via Tripoint.  At Marie's insistence, Sprite pursues. Aboard Corinthian, Tom meets Austin, his domineering father, and Capella, second chief navigator and night-walker.

When Corinthian docks at Pell Station, Tom's younger half-brother, Christian Bowe-Perrault, tries to solve the problem by shipping him off to Sol Station, but Tom escapes and hides on the docks. Christian and Capella search frantically for him, unaware that Sabrina Perrault-Cadiz, Christian's cousin, has already found and befriended him. When Capella contacts old acquaintances for assistance, it attracts the unwanted attention of a dissident faction within the outlawed Mazianni Fleet. Capella is an ex-Fleet navigator with knowledge of Fleet routes and drop-points, which the dissidents want.

When Corinthian prepares to depart for Tripoint, Tom returns voluntarily to the ship and is no longer treated as a prisoner. He learns the ship's secret: they are illegally trading with the renegade Fleet. Austin justifies this by maintaining that supplying the Fleet means it will not have to raid merchanter ships.

Sprite arrives at Pell Station shortly after Corinthian's departure and takes off again in pursuit. During Corinthian's jump to Tripoint, Capella is aware of Sprite and a Mazianni spotter following, and performs a premature system-drop near an abandoned freighter, causing the other ships to overshoot. Corinthian immediately starts frantically offloading to the freighter, a Fleet drop-point. As the spotter and Sprite approach, Tom and Christian activate the freighter's weapons and destroy the spotter.

Tom tells his mother he is staying with Corinthian because he is more at home on his father's ship than his mother's. Marie, having taken the captaincy of Sprite from her weak brother, does not expose Corinthian's illegal trade because of Tom and because Corinthian outguns Sprite. Austin realizes too many people know about his connection with the Fleet and decides to leave Alliance-Union space for good. As amends for the past, Austin offers Marie the access codes to the hulk at Tripoint and the opportunity to take over Corinthian's profitable trade, but she declines and the ships part company.

During Corinthian's next jump, Capella tells Tom about a new drop-point she discovered that leads to a habitable planet with forests. The Mazianni are building a new secret colony there and Corinthian is now part of that future.
",0
Q3968388,"This story begins at the exact time that Dragon's Egg (its predecessor) ended.  As the human scientists in the orbiting ship Dragon Slayer prepare to leave, the Cheela on the star below continue their rapid advance. Starquake centers around two crises. The first is when the human ship is damaged, and the Cheela must repair the ship before tidal forces kill the humans aboard. Then a catastrophic Starquake strikes.  Cheela explorers in space survive but have lost the technology to land back on the surface of their world.  All Cheela on the surface perish except for four individuals.  All succeeding generations of surface Cheela are descended from these four individuals.  For a while, the surface Cheela struggle to keep the rudiments of civilization, but eventually a barbarian conqueror arises.  The Cheela in space and their human friends watch helplessly as a new dark age ensues.

The second half of the story tells the heroic tale of how the space-bound Cheela, with a little help from the humans, eventually are able to land again on the surface, defeat the barbarian tyrant, and start to rebuild Cheela civilization.  The first edition cover (shown here) depicts the climactic final battle for the surface as described in the novel.
",0
Q2502043,"Imagine that every human who ever lived, from the earliest Neanderthals to the present, is resurrected after death on the banks of an astonishing and seemingly endless river on an unknown world. They are miraculously provided with food, but with not a clue to the possible meaning of this strange afterlife. And so billions of people from history, and before, must start living again.",0
Q3404279,"Taking place some months after the events described in When Gravity Fails, Marîd Audran, once a small-time hustler on the streets of the decadent Budayeen, finds himself as one of the lieutenants of Friedlander Bey or ""Papa"", the most influential man in the city. With his independence taken from him and being stationed as a liaison between Bey and the local law enforcement under the supervision of Sergeant Hajjar, Audran is forced to pair up with his colleague Jirji Shaknahyi in order to track down yet another serial killer who likes to remove some of the internal organs of their victims.
",0
Q7757993,"A scientist by the name of Dennis Nuel is working at, and attending, an institute of scientific research and pioneering work into the fictional scientific field of ""Zievatronics"", the manipulation of Time and Space. After the death of his mentor, however, he is taken off the project and another professor takes over.

After a time, the device that has been created to move through space and time, known as the ""Zievatron"" encounters operational problems and is fixed to the co-ordinates of a world  that appears to be very similar to the Earth in most respects, and Dennis is re-recruited to help fix it. He volunteers to be sent to the other world in order to fix the other part of the Zievatron. On arriving to this planet, he finds the Zievatron dismantled and critical parts of it missing. Of the three surveillance robots sent through to this planet, he finds two have also been broken apart. After a while, he finds the last robot, intact and still functioning, and uses it to view any recorded images that might help him identify what it was that happened to the Zievatron.

In this world, instead of objects wearing out as you use them, they improve. This is referred to as the Practice Effect. For example, swords get sharper with use, baskets get stronger the more things they carry, mirrors, furniture and decorations look more attractive the more they are looked at. The physical structure of objects changes in a way so as to become a better version of its previous existence with Practice, like the growth and evolution of a life form. The downside is that an object's condition deteriorates over time if not put to use. Under the prevailing social system, members of society's higher strata exert ownership over objects that they do not improve themselves but rather employ servants to improve by use of the Practice Effect.

It is eventually discovered that the Practice Effect is the result of an elusive, biologically-engineered creature known as a Krenegee Beast that causes a change in a law of thermodynamics. This creature emits a field under which the Practice Effect works. The closer one is to the Krenegee Beasts, the more efficient the Practice that is done. The Practice Effect can take many months before an object reaches its maximum point of ""practice"", but the process is sped up if one is under a Felthesh Trance. The presence of a Krenegee Beast speeds up the process more than a Felthesh Trance.
",0
Q944991,"Two 19th century stage illusionists, the aristocratic Rupert Angier and the working-class Alfred Borden, engage in a bitter and deadly feud; the effects are still being felt by their respective families a hundred years later. Working in the gaslight-and-velvet world of Victorian music halls, they prowl edgily in the background of each other's shadowy life, driven to the extremes by a deadly combination of obsessive secrecy and insatiable curiosity. At the heart of the row is an amazing illusion they both perform during their stage acts. The secret of the magic is simple, and the reader is in on it almost from the start, but to the antagonists the real mystery lies deeper. Both have something more to hide than the mere workings of a trick.",0
Q45321274,"Two unlikely people form an unexpected bond in bestselling author Karen Joy Fowler’s captivating historical novel—a New York Times Notable Book. When black cloaked Sarah Canary wanders into a Chinese labor camp in the Washington territories in 1873, Chin Ah Kin is ordered by his uncle to escort “the ugliest woman he could imagine” away. Far away. But Chin soon becomes the follower. In the first of many such instances, they are separated, both resurfacing some days later at an insane asylum. Chin has run afoul of the law and Sarah has been committed for observation. Their escape from the asylum in the company of another inmate sets into motion a series of adventures and misadventures that are at once hilarious, deeply moving, and downright terrifying. “Powerfully imagined...Drop everything and follow Sarah Canary....Humor and horror, history and myth dance cheek to cheek in this Jack London meets L. Frank Baum world....Here is a work that manages to be at the same time (and often in the same sentence) dark and deep and fun.”—The Washington Post Book World",0
Q131375939,"McCarthy was drafted from his college biology studies and became a member of the Special Forces. Then he is given the opportunity to contact the Chtorr, but when a helicopter crash leaves him and his companions stranded in enemy territory, he must decide whether to communicate with the Chtorr--or kill them!",0
Q3210024,"From back cover Ace paperback November 2000:

A veteran of The Forever War, William Mandella lives on the snow-covered planet set aside for his kind, supporting his family by ice-fishing and teaching physics.  But now Mandella's life has become obsolete.

The denizens of Earth have evolved into a group consciousness and taken control of his new home -- keeping its independent human inhabitants alive for the sake of their diverse gene pool.  But that's not how Mandella and his fellow soldiers want to exist.  So, in desperation, he rallies the humans to hijack a spaceship and take to the stars, to begin humanity anew...

Then something goes wrong.  The crew is forced to abandon ship -- and return home in suspended animation twenty-five years later.  But the planet has aged centuries during their voyage -- and the crew wonders what new world awaits their arrival...",0
Q73550637,"In the realm of Aeland, Miles Singer is a psychiatrist who clandestinely uses his magical powers to treat patients in a veterans' hospital. When Tristan Hunter brings in a dying man who tells Miles that he has been murdered, and then the body is cremated before an autopsy can reveal whether anything illegal actually happened, Miles and Tristan begin their own investigation — one which reveals that the secrets at the base of Aeland society are darker than even Miles knew.
",0
Q131376812,"The continuing adventures of Verity, a teenage country girl, as she travels through an America transformed by nanotechnology. This trip is in a boat on the Mississippi and the boat is attacked by pirates.",0
Q963586,"With the incomparable vision and breathtaking detail that brought his now-classic Marstrilogy to vivid life, bestselling author KIM STANLEY ROBINSON boldly imagines an alternate history of the last seven hundred years. In his grandest work yet, the acclaimed storyteller constructs a world vastly different from the one we know....The Years of Rice and SaltIt is the fourteenth century and one of the most apocalyptic events in human history is set to occur--the coming of the Black Death. History teaches us that a third of Europe's population was destroyed. But what if? What if the plague killed 99 percent of the population instead? How would the world have changed? This is a look at the history that could have been--a history that stretches across centuries, a history that sees dynasties and nations rise and crumble, a history that spans horrible famine and magnificent innovation. These are the years of rice and salt. This is a universe where the first ship to reach the New World travels across the Pacific Ocean from China and colonization spreads from west to east. This is a universe where the Industrial Revolution is triggered by the world's greatest scientific minds--in India. This is a universe where Buddhism and Islam are the most influential and practiced religions and Christianity is merely a historical footnote. Through the eyes of soldiers and kings, explorers and philosophers, slaves and scholars, Robinson renders an immensely rich tapestry. Rewriting history and probing the most profound questions as only he can, Robinson shines his extraordinary light on the place of religion, culture, power, and even love on such an Earth. From the steppes of Asia to the shores of the Western Hemisphere, from the age of Akbar to the present and beyond, here is the stunning story of the creation of a new world.From the Hardcover edition.",1
Q131382757,"“Dark and gripping and tense and beautiful.” —Karen Joy Fowler, New York Times bestselling author of The Jane Austen Book Club and Pulitzer Prize finalist for We Are All Completely Besides Ourselves Pride and Prejudice meets Frankenstein as Mary Bennet falls for the enigmatic Victor Frankenstein and befriends his monstrous Creature in this clever fusion of two popular classics. Threatened with destruction unless he fashions a wife for his Creature, Victor Frankenstein travels to England where he meets Mary and Kitty Bennet, the remaining unmarried sisters of the Bennet family from Pride and Prejudice. As Mary and Victor become increasingly attracted to each other, the Creature looks on impatiently, waiting for his bride. But where will Victor find a female body from which to create the monster’s mate? Meanwhile, the awkward Mary hopes that Victor will save her from approaching spinsterhood while wondering what dark secret he is keeping from her. Pride and Prometheus fuses the gothic horror of Mary Shelley with the Regency romance of Jane Austen in an exciting novel that combines two age-old stories in a fresh and startling way.",1
Q131382278,"Joe Haldeman’s “adept plotting, strong pacing, and sense of grim stoicism have won him wide acclaim” (The Washington Post) and numerous honors for such works as The Forever War, The Accidental Time Machine, and the Marsbound trilogy. Now, the multiple Hugo and Nebula award–winning author pits a lone war veteran against a mysterious enemy who is watching his every move—and threatens him with more than death unless he kills for them. Wounded in combat and honorably discharged nine years ago, Jack Daley still suffers nightmares from when he served his country as a sniper, racking up sixteen confirmed kills. Now a struggling author, Jack accepts an offer to write a near-future novel about a serial killer, based on a Hollywood script outline. It’s an opportunity to build his writing career, and a future with his girlfriend, Kit Majors. But Jack’s other talent is also in demand. A package arrives on his doorstep containing a sniper rifle, complete with silencer and ammunition—and the first installment of a $100,000 payment to kill a “bad man.” The twisted offer is genuine. The people behind it are dangerous. They prove that they have Jack under surveillance. He can’t run. He can’t hide. And if he doesn’t take the job, Kit will be in the crosshairs instead.",0
Q131382773,"Private Investigator Alma is caught up in another impossible murder. One of the world's four richest people may be dead - but nobody is sure which one. Hired to discover the truth behind the increasingly bizarre behaviour of the ultra-rich, Alma must juggle treating her terminally ill lover with a case which may not have a victim. Inspired by the films of Kubrick, this stand-alone novel returns to the near-future of THE REAL-TOWN MURDERS, and puts Alma on a path to a world she can barely understand. Witty, moving and with a mystery deep at its heart, this novel again shows Adam Roberts' mastery of the form.",0
Q131376357,"""Fascinating...A richly detailed portrait."" -Michiko Kakutani, The New York Times Known in his day as the King of Sugar, Julio Lobo was the wealthiest man in prerevolutionary Cuba. He had a life fit for Hollywood: he barely survived both a gangland shooting and a firing squad, and courted movie stars such as Joan Fontaine and Bette Davis. Only when he declined Che Guevara's personal offer to become Minister of Sugar in the Communist regime did Lobo's decades-long reign in Cuba come to a dramatic end. Drawing on stories from the author's own family history and other tales of the island's lost haute bourgeoisie, The Sugar King of Havana is a rare portrait of Cuba's glittering past—and a hopeful window into its future.",0
Q122452538,Science fiction-roman.,0
Q9321397,"'One of the most significant literary artists of the twentieth century' JUNOT DIAZ 'Octavia Butler was playing out our very real possibilities as humans. I think she can help each of us to do the same' GLORIA STEINEM One woman is called upon to reconstruct humanity in this hopeful, thought-provoking novel by the bestselling, award-winning author. For readers of Margaret Atwood, Toni Morrison and Ursula K. Le Guin. When Lilith lyapo wakes in a small white room with no doors or windows, she remembers a devastating war, and a husband and child long lost to her. She finds herself living among the Oankali, a strange race who intervened in the fate of humanity hundreds of years before. They spared those they could from the ruined Earth, and suspended them in a long, deep sleep. Over centuries, the Oankali learned from the past, cured disease and healed the world. Now they want Lilith to lead her people back home. But salvation comes at a price - to restore humanity, it must be changed forever... PRAISE FOR OCTAVIA E. BUTLER, THE NEW YORK TIMES BESTSELLING AUTHOR 'In the ongoing contest over which dystopian classic is most applicable to our time... for sheer peculiar prescience, Butler's novel may be unmatched' NEW YORKER 'Butler's prose, always pared back to the bone, delineates the painful paradoxes of metamorphosis with compelling precision' GUARDIAN 'Octavia Butler was a visionary' VIOLA DAVIS 'Her evocative, often troubling, novels explore far-reaching issues of race, sex, power and, ultimately, what it means to be human' NEW YORK TIMES 'An icon of the Afrofuturism world, envisioning literary realms that placed black characters front and center' VANITY FAIR 'Butler writes with such a familiarity that the alien is welcome and intriguing. She really artfully exposes our human impulse to self-destruct' LUPITA NYONG'O",1
Q3896637,"The Escape Orbit (British title: Open Prison) is a science fiction novel by northern Irish author James White, first published in 1964 in the magazine New Worlds. It was a finalist at the Nebula Award.
It tells the story of a human, Warren, who is abandoned on a prison planet by an alien race, the Bugs, who are warring against Earth. Here he finds a society created by the other human prisoners. To avoid a civil war between the factions which have formed by the years, he organizes a successful escape from the planet.",1
Q131382905,"A time-traveling, futuristic saga of a family trying to outlast and remake a universe with a power unlike any we've seen before. When Raisa Hopeland, determined to win her race to become the next electromancer of London, bumps into Amon Brightbourne—tweed-suited, otherworldly, guided by the Grace—in the middle of a London riot, she sets in motion a series of events which will span decades, continents and a series of events which will change the world. From rioting London to geothermal Iceland to the climate-struck islands of Polynesia, from birth to life to death, from tranquillity to terror to joy, Raisa’s journey will encompass the world. But one thing will always be true. Hopeland is family—and family is dangerous. Also by Ian McDonald The Luna Series Luna: New Moon Luna: Wolf Moon Luna: Moon Rising At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",0
Q734976,"A colony of humankind is subjugated by the First Colonists, the crew of the starship that brought them to their new home 1000 years before. They have taken control of ancient technologies and enhanced themselves with godlike psychic powers and virtual immortality. Adopting the panoply of the venerable Hindu religion, they live lives as its Gods, surrounded by advanced technology within the trappings of a primitive civilization.

Our hero Sam, unready to battle the tyrannical forces of the Celestial City allied with his former wife, now the rapturous Kali, Goddess of Destruction.  A story of the classic drama of power, love, honor, pride, and fantasy erupting in an epic war of the Gods and ultimate transcendence.",0
Q3497225,"In West of Eden, bestselling author Harry Harrison has created a rich, dramatic saga of a world where the descendants of the dinosaurs struggled with a clan of humans in a battle for survival.Here is the story of Kerrick, a young hunter who grows to manhood among the dinosaurs, escaping at last to rejoin his own kind. His knowledge of their strange customs makes him the humans' leader . . . and the dinosaurs' greatest enemy. Rivalling Frank Herbert's Dune in the majesty of its scope and conception, West of Eden is a monumental epic of love and savagery, bravery and hope.",1
Q16824659,"Acceptance jumps around in time and between the perspectives of several characters from the first two novels in the Southern Reach Series.

Annihilation, the first book in the series, was focused on a character known as The Biologist. She was part of a team that entered Area X, a restricted and uninhabited zone known for having anomalous events, which is controlled by a government organization called The Southern Reach. After being exposed to strange spores, she begins a transformation she calls ""brightness"". She investigates Area X, with an emphasis on an abandoned lighthouse which may have been the beginning site of the strange events.

Authority, the second book in the series, followed the character John Rodriguez, a.k.a. ""Control"". An employee of the Southern Reach, he was tasked with interviewing what appears to be the Biologist, who escaped from Area X and prefers to be called ""Ghost Bird"". Later he determines Ghost Bird is not the biologist, but a duplicate of her which began germinating in Area X. When Area X begins to grow beyond its boundaries, Rodriguez flees with Ghost Bird.

In the years before Area X, Saul Evans — the Lighthouse Keeper introduced in Annihilation — builds a friendship with nine-year-old Gloria, the girl who becomes the psychologist of the twelfth expedition and the former Director of the Southern Reach. While maintaining the lighthouse (the same one found in Area X), Saul is frustrated by the constant visits of Henry and Suzanne, two members of the Séance & Science Brigade (S&SB) who perform unknown experiments involving the lighthouse's lens. Later, a fire breaks out on nearby Failure Island, destroying S&SB's headquarters. While cleaning the grounds, Saul sees a mysterious flower of light on the floor. As he attempts to pluck it, it stabs his finger. Saul begins to have vivid nightmares: he imagines walking into his lighthouse only to discover it has transformed into the Tower. When he awakens, Saul begins reciting the sermon written by the Crawler on the walls of the Tower. Over time Saul becomes increasingly obsessed with the sermon.

Gloria leaves to be with her father just before Saul returns to the lighthouse at night and sees a glowing light emanating from the trapdoor beside the lens. Saul enters the light. When he awakens, he finds Henry and Suzanne's bodies beside him. However, a doppelgänger of Henry arrives and confronts Saul. The two eventually fall off the side of the lighthouse. Saul survives, but as he attempts to escape, visions of Area X flood his mind. Saul finally stops running, having accepted defeat. A tunnel, later referred to by expedition members as a tower, forms at the site where Saul falls. Saul becomes the Crawler which scrawls the organic words which descend the Tower.

The second timeline describes Gloria's initial acceptance into the Southern Reach and her promotion to Director. She has a strained relationship with Lowry, the only survivor of the first expedition and the man responsible for organizing each subsequent journey into Area X. Without alerting anyone at the Southern Reach, Gloria secretly crosses the border into Area X with Whitby, a scientist working for the Southern Reach. She visits her childhood home, encounters the Crawler in the Tower, and visits the lighthouse. While Whitby is upstairs, he apparently (unseen to the Director) struggles with his duplicate and says that he killed it just before she rushed up to find him bruised and scratched, with no sign of the Dead Whitby. The Director finds a backpack Whitby swears belonged to Dead Whitby containing the cell phone and plant first mentioned in Authority.

Upon her return, the Director refuses to relate her experiences to Lowry. Instead, she begins planning the twelfth expedition and interviews the biologist for the mission. It is then revealed that the Director has terminal cancer. She, therefore, decides to join the twelfth expedition in the hopes of visiting Area X one last time. The Director also learns that the S&SB may have been involved in the creation of Area X. When she confronts Lowry about this, he refuses to admit it. Finally, the Director pulls out a photo of the cell phone she found in Area X, arguing that it belonged to Lowry and was used to communicate with Area X. The Director believes that Area X is trying to communicate with Lowry because it has been found in such a serendipitous way and considering the strange goings-on surrounding it after it is found. Lowry eventually admits the phone belonged to him and storms off.

The Director's story ends with her embarking on the twelfth expedition as the psychologist. In her pocket is a letter to Saul Evans, which she hopes to give him when they meet again. However, as seen in Annihilation, the Director dies before Saul can receive her message: an apology for never returning to the lighthouse as a child, thanks for his friendship and guidance, and a promise always to remember him as the Keeper of the Light.

Control and Ghost Bird enter Area X through a previously unknown portal. They wander in the wilderness before arriving at Failure Island, where they encounter Grace Stevenson (the assistant director of the Southern Reach, whom Control had previously worked with). She had fled the agency after killing a doppelganger and fleeing with a group of personnel into Area X.

Grace reveals why Area X grows so quickly: time moves faster inside the border during specific ""cosmic"" shifts that seem to happen randomly. Although Control and Ghost Bird have only been gone a few weeks, Grace has been waiting on the Island for three years. This also accounts for how some expeditions never return, as they may have been trapped there for years and eventually died. Grace also shows them the biologist's ""Last Will and Testament,"" detailing what happened to her after the events of Annihilation: the biologist arrived at the Island in search of her husband, believing that the man who returned from the eleventh expedition was a copy of her husband generated by Area X. The biologist instead encounters an owl which becomes her companion for the next thirty years. The owl behaves strangely compared to typical owl behavior. Over time she comes to believe that the owl is the form that her husband took after he was changed by Area X. She has held off the takeover by the brightness, using pain as a way for her body to resist it, and believes that her eventual change will likely be more radical, perhaps into something like the moaning creature. Eventually, the owl dies, and the brightness that afflicts the biologist swallows her whole.

Grace announces that the biologist is returning to the Island. Ghost Bird — herself a copy of the biologist generated by Area X — encounters her original self, transformed into a staggeringly immense, hyper-sentient, whale-like creature, unbound by physical law and covered with eyes. Control, Ghost Bird, and Grace decide to return to the Tower, where Ghost Bird encounters the Crawler. When she touches it, she sees the birth of Area X as if it is its own universe. Grace shoots at the Crawler and accidentally hits Ghost Bird.

Meanwhile, Control, overcome by the brightness, is transforming into something nonhuman, a loping creature with paws. Maimed by the Crawler and close to death, he descends further into the Tower. As he comes closer to the light at the bottom of the Tower, he realizes that it is the flower that pricked Saul and created Area X. He leaps into the light.

Grace and Ghost Bird exit the Tower and head to the border. Ghost Bird is ambivalent about the possible total expansion of Area X but is mindful of Grace and her connection to others outside of Area X. They find the Southern Reach building abandoned. The two continue walking, unsure if Area X is gone or if the border has expanded even further.
",0
